iRating;iId;sType;sMovie;iYear;sCountry;sGenre;sDirector;sActors;sAward
83,40%;1328;s;Oškliví Američané;2010;USA;Animovaný / Komedie;Devin Clark, Aaron Augenblick;Matt Oberg, Natasha Leggero;
82,90%;1483;m;Elitní jednotka 2: Vnitřní nepřítel;2010;Brazílie;Akční / Krimi;José Padilha;Wagner Moura, Irandhir Santos;
82,90%;1520;m;Rolling Stones: Exile On Main Street;2010;USA / Velká Británie;Dokumentární / Hudební;Stephen Kijak;Mick Jagger, Keith Richards;
82,80%;1526;s;Spartakus;2010;USA;Akční / Drama;Rick Jacobson, Michael Hurst;Andy Whitfield, Liam McIntyre;
82,70%;1563;m;Ip Man 2;2010;Hongkong / Čína;Akční / Drama;Wilson Yip;Donnie Yen, Xiaoming Huang;
82,60%;1599;m;Toy Story 3: Příběh hraček;2010;USA;Animovaný / Dobrodružný;Lee Unkrich;Tom Hanks, Tim Allen;
82,20%;1717;m;Jmenuji se Khan;2010;Indie;Drama / Romantický;Karan Johar;Shahrukh Khan, Kajol;
82,10%;1748;s;Okresní přebor;2010;Česko;Komedie / Sportovní;Jan Prušinovský, Jakub Kohák;Ondřej Vetchý, David Novotný;
81,60%;1879;m;Má mě rád, nemá mě rád;2010;USA;Komedie / Drama;Rob Reiner;Madeline Carroll, Callan McAuliffe;
81,40%;1916;st;Odpočívej v pokoji;2010;Česko;Krátkometrážní / Drama;Tadeáš Mudroch, Dominik Hrdý;Jiří Česák, Tadeáš Mudroch;
80,50%;1991;st;Graffitiger;2010;Česko;Krátkometrážní / Animovaný;Libor Pixa;Tomáš Novotný;
80,00%;2033;st;Modern Warfare: Frozen Crossing;2010;;;Niko Pueringer;Jake Watson;
79,00%;2109;m;Občanský průkaz;2010;Česko / Slovensko;Komedie / Drama;Ondřej Trojan;Libor Kovář, Matouš Vrba;
79,00%;2110;st;Automatic for the People;2010;Česko;Krátkometrážní / Drama;Jan Vejnar;Michal Kern, Jakub Špalek;
78,30%;2182;m;Habermannův mlýn;2010;Česko / Německo;Drama / Válečný;Juraj Herz;Mark Waschke, Karel Roden;
77,90%;2220;st;Swimming Pool;2010;Česko;Animovaný / Krátkometrážní;Alexandra Májová;;
76,80%;2319;m;Runaway;2010;USA;Krátkometrážní / Hudební;Kanye West;Selita Ebanks, Kanye West;
73,40%;2477;st;Neříkej hop;2010;Česko;Krátkometrážní / Drama;Jiří Sádek;Gabriela Marcinková;
69,30%;2569;m;Přežít svůj život;2010;Česko / Slovensko;Animovaný / Komedie;Jan Švankmajer;Václav Helšus, Klára Issová;
;2623;m;Strýček Búnmí;2010;Thajsko;;Apichatpong Weerasethakul;;Cannes
;2624;m;Katka;2010;Česko;Dokument;Helena Třeštíková;;Český lev - doku
;2663;m;Tom a Jerry: Hudební skopičiny;2010;USA;Animovaný / Komedie;;;
90,60%;117;s;Fullmetal Alchemist: Bratrství;2009;Japonsko;Animovaný / Dobrodružný;Jasuhiro Irie, Kazuhide Tomonaga;Rie Kugimija, Romi Paku;
89,80%;163;m;Aleš Brichta: 50 Tesla Arena: Live;2009;Česko;Hudební / Dokumentární;Aleš Brichta, Kamil Střihavka;;
86,90%;418;m;Hanebný pancharti;2009;USA / Německo;Drama / Dobrodružný;Quentin Tarantino;Brad Pitt, Mélanie Laurent;
86,80%;441;m;The White Stripes: Under Great White Northern Lights;2009;USA;Dokumentární / Hudební;Emmett Malloy;Jack White, Meg White;
86,20%;526;s;Úlovek;2009;Velká Británie;Krimi / Drama;David Drury;Shaun Evans, Tom Hardy;
86,00%;560;s;Odbor městské zeleně;2009;USA;Komedie;Seth Gordon, Randall Einhorn;Amy Poehler, Rashida Jones;
85,60%;642;m;The Doors: When You're Strange;2009;USA;Dokumentární / Hudební;Tom DiCillo;Johnny Depp, Jim Morrison;
85,40%;668;m;Hačikó - příběh psa;2009;USA / Velká Británie;Drama / Rodinný;Lasse Hallström;Richard Gere, Joan Allen;
85,40%;688;m;Iron Maiden: Flight 666;2009;USA;Dokumentární / Hudební;Sam Dunn, Scot McFadyen;Bruce Dickinson, Lars Ulrich;
84,80%;840;s;Normálka;2009;USA;Animovaný / Komedie;John Davis Infantino, Sean Szeles;Mark Hamill, Robin Atkin Downes;
84,70%;883;m;Mary a Max;2009;Austrálie;Animovaný / Komedie;Adam Elliot;Toni Collette, Philip Seymour Hoffman;
84,60%;920;s;Miranda;2009;Velká Británie;Komedie;Juliet May, Mandie Fletcher;Miranda Hart, Patricia Hodge;
84,20%;1073;m;Kimssi pyoryugi;2009;Jižní Korea;Drama / Romantický;Hae-joon Lee;Jae-yeong Jeong, Ryeo-won Jeong;
83,80%;1210;m;Star Trek;2009;USA / Německo;Sci-Fi / Dobrodružný;J.J. Abrams;Chris Pine, Zachary Quinto;
83,80%;1211;m;Mother and Child;2009;USA / Španělsko;Drama / Romantický;Rodrigo García;Samuel L. Jackson, Naomi Watts;
83,50%;1288;s;Misfits: Zmetci;2009;Velká Británie;Komedie / Drama;China Moo-Young, Tom Green;Iwan Rheon, Joe Gilgun;
83,30%;1356;m;Chi bi xia: Jue zhan tian xia;2009;Čína;Historický / Akční;John Woo;Tony Leung Chiu-wai, Takeši Kaneširo;
83,10%;1415;m;Muži, kteří nenávidí ženy;2009;Švédsko / Dánsko;Krimi / Drama;Niels Arden Oplev;Michael Nyqvist, Noomi Rapace;
83,00%;1446;m;Brendan a tajemství Kellsu;2009;Belgie / Irsko;Animovaný / Dobrodružný;Tomm Moore, Nora Twomey;Brendan Gleeson, Nora Twomey;
82,90%;1521;m;Tata Bojs & Ahn Trio: Smetanatour 2008;2009;Česko;Dokumentární / Krátkometrážní;Jan Chramosta;Milan Cais, Mardoša;
82,80%;1527;m;Avatar;2009;USA / Velká Británie;Akční / Dobrodružný;James Cameron;Sam Worthington, Zoe Saldaña;
82,70%;1564;s;Zpátky do školy;2009;USA;Komedie;Joe Russo, Anthony Russo;Joel McHale, Gillian Jacobs;
82,70%;1565;st;Jídlonoš;2009;Slovensko / USA;Drama;Ľubomír M. Kocka;Božidara Turzonovová, Štefan Šafárik;
82,10%;1749;s;Máša a medvěd;2009;Rusko;Animovaný / Komedie;Oleg Užinov, Denis Chervyatsov;Alina Kukuškina, Boris Kutněvič;
82,00%;1778;m;District 9;2009;Jihoafrická republika / USA;Akční / Sci-Fi;Neill Blomkamp;Sharlto Copley, Jason Cope;
82,00%;1779;m;Je to i můj život;2009;USA;Drama / Psychologický;Nick Cassavetes;Abigail Breslin, Sofia Vassilieva;
81,80%;1831;m;Vzhůru do oblak;2009;USA;Animovaný / Dobrodružný;Pete Docter, Bob Peterson;Edward Asner, Christopher Plummer;
80,40%;2004;m;Piráti na vlnách;2009;Velká Británie / Německo;Komedie / Drama;Richard Curtis;Philip Seymour Hoffman, Bill Nighy;
80,10%;2024;st;Nokturno;2009;Česko;Krátkometrážní / Animovaný;Marek Berger;;
78,10%;2200;m;The Notorious B.I.G.;2009;USA;Životopisný / Hudební;George Tillman Jr.;Jamal Woolard, Mohamed Dione;
77,50%;2253;st;Prison Break;2009;Česko;Animovaný / Loutkový;Lenka Zemanová;;
76,80%;2309;m;Raňajky v tráve;2009;Slovensko;Krátkometrážní;Juraj Štepka;Stanislav Štepka, Juraj Nvota;
75,90%;2374;m;Protektor;2009;Česko;Drama / Romantický;Marek Najbrt;Jana Plodková, Marek Daniel;Český lev
75,30%;2403;st;Chybička se vloudí;2009;Česko;Animovaný / Krátkometrážní;Aneta Kýrová Žabková;Michal Žabka, Aneta Kýrová Žabková;
74,80%;2421;st;Ctrl Emotion;2009;Česko;Krátkometrážní / Komedie;Vojtěch Kotek;Jiří Mádl, Tereza Ramba;
74,70%;2427;st;Synova válka;2009;USA / Česko;Krátkometrážní / Válečný;Steven Edell;Kryštof Hádek, Barbora Kodetová;
73,60%;2472;st;Opustíme vzory;2009;Česko;Krátkometrážní;Veronika Szemlová;;
73,20%;2483;m;Pouta;2009;Česko / Slovensko;Drama / Thriller;Radim Špaček;Ondřej Malý, Kristína Tormová;Český lev
72,60%;2500;m;Nedodržený slib;2009;Slovensko / Česko;Drama / Válečný;Jiří Chlumský;Samuel Spišák, Peter Oszlík;
71,70%;2524;st;Skoč!;2009;Česko;Krátkometrážní / Sportovní;Marek Dvořák;;
71,50%;2528;m;Kawasakiho růže;2009;Česko;Drama;Jan Hřebejk;Lenka Vlasáková, Milan Mikulčík;
70,90%;2542;st;Nora sa mi páči;2009;Česko;Krátkometrážní;Aramisova;Alena Niňajová, Tomáš Běhal;
69,40%;2565;m;Spievankovo;2009;Slovensko;Hudební / Pohádka;Mária Podhradská, Richard Čanaky;;
68,10%;2579;m;Na půdě aneb Kdo má dneska narozeniny?;2009;Česko / Slovensko;Animovaný / Pohádka;Jiří Barta;Jiří Lábus, Lucie Pernetová;
;2625;m;Bílá stuha;2009;Rakousko;;Michael Haneke;;Cannes
;2626;m;Zapomenuté transporty do Polska;2009;Česko;Dokument;Lukáš Přibyl;;Český lev - doku
92,60%;43;s;Perníkový táta;2008;USA;Krimi / Drama;Michelle MacLaren, Adam Bernstein;Bryan Cranston, Aaron Paul;
91,40%;85;s;Romanzo criminale - La serie;2008;Itálie;Krimi / Drama;Stefano Sollima;Riccardo De Filippis, Vinicio Marchioni;
90,50%;123;m;Temný rytíř;2008;USA / Velká Británie;Akční / Drama;Christopher Nolan;Christian Bale, Heath Ledger;
90,30%;132;m;Gran Torino;2008;USA / Německo;Drama;Clint Eastwood;Clint Eastwood, Christopher Carley;
85,50%;661;m;Anvil! The Story of Anvil;2008;USA;Dokumentární / Hudební;Sacha Gervasi;Steve 'Lips' Kudlow, Robb Reiner;
85,40%;669;m;96 hodin;2008;Francie / USA;Akční / Krimi;Pierre Morel;Liam Neeson, Maggie Grace;
85,40%;670;m;Ip Man;2008;Hongkong / Čína;Akční / Drama;Wilson Yip;Donnie Yen, Simon Yam;
85,40%;671;s;Dr. Horrible's Sing-Along Blog;2008;USA;Muzikál / Sci-Fi;Joss Whedon;Neil Patrick Harris, Nathan Fillion;
85,20%;725;m;VALL-I;2008;USA;Animovaný / Dobrodružný;Andrew Stanton;Ben Burtt, Elissa Knight;
84,80%;841;s;Watchmen;2008;USA;Animovaný / Drama;Jake Strider Hughes;;
84,60%;921;m;The Stoning of Soraya M.;2008;USA;Drama;Cyrus Nowrasteh;Shohreh Aghdashloo, Mozhan Navabi;
84,50%;957;m;Výměna;2008;USA;Drama / Historický;Clint Eastwood;Angelina Jolie, John Malkovich;
84,50%;958;m;Průvodce;2008;Japonsko;Drama;Jódžiró Takita;Masahiro Motoki, Cutomu Jamazaki;
84,40%;999;s;Generation Kill;2008;USA;Válečný / Drama;Simon Cellan Jones, Susanna White;Alexander Skarsgård, Stark Sands;
84,30%;1036;m;Keurosing;2008;Jižní Korea / Čína;Drama;Tae-gyoon Kim;Joo-hyeok Kim, In-pyo Cha;
84,30%;1066;m;Where the Hell is Matt?;2008;USA;Krátkometrážní / Hudební;Matt Harding;;
84,20%;1074;m;Městečko South Park: Říše fantazie;2008;USA;Animovaný / Komedie;Trey Parker, Matt Stone;Trey Parker, Matt Stone;
84,10%;1109;m;Podivuhodný případ Benjamina Buttona;2008;USA;Drama / Fantasy;David Fincher;Brad Pitt, Cate Blanchett;
84,00%;1166;m;Bude to nahlas!;2008;USA;Hudební / Dokumentární;Davis Guggenheim;Jimmy Page, The Edge;
83,90%;1174;m;Těšínské niebo - Cieszyňskie nebe;2008;Česko;Hudební;Tomáš Kočko, Radovan Lipus;Zdeněk Hrabal, Karel Čepek;
83,90%;1200;m;Until the Light Takes Us;2008;USA;Dokumentární / Hudební;Aaron Aites, Audrey Ewell;Fenriz, Varg Vikernes;
83,70%;1231;m;Ghost in the Shell 2.0;2008;Japonsko / USA;Animovaný / Akční;Mamoru Ošii;Akio Ócuka, Acuko Tanaka;
83,60%;1265;m;Chlapec v pruhovaném pyžamu;2008;Velká Británie / USA;Drama / Válečný;Mark Herman;Asa Butterfield, Domonkos Németh;
83,40%;1346;m;Patti Smith: Sen o životě;2008;USA;Dokumentární / Hudební;Steven Sebring;Patti Smith, Lenny Kaye;
83,20%;1380;m;Pod vlivem lásky;2008;Japonsko;Akční / Drama;Šion Sono;Takahiro Nišidžima, Hikari Micušima;
83,00%;1447;s;Fur TV;2008;Velká Británie;Komedie;Chris Waitt, Simon Ellis;Simon Greenall, Sophiya Haque;
83,00%;1448;s;Tess z rodu D'Urbervillů;2008;Velká Británie;Drama / Romantický;David Blair;Gemma Arterton, Eddie Redmayne;
82,80%;1528;s;Wallander;2008;Velká Británie / Švédsko;Krimi / Thriller;Benjamin Caron, Philip Martin;Kenneth Branagh, Richard McCabe;
82,70%;1566;s;Malá Dorritka;2008;Velká Británie;Drama / Romantický;Diarmuid Lawrence, Dearbhla Walsh;Claire Foy, Russell Tovey;
82,40%;1653;m;Milionář z chatrče;2008;Velká Británie / USA;Drama / Romantický;Danny Boyle;Dev Patel, Saurabh Shukla;Oscar
82,40%;1654;m;Veřejný nepřítel č. 1: Epilog;2008;Francie / Kanada;Akční / Drama;Jean-François Richet;Vincent Cassel, Ludivine Sagnier;
82,30%;1679;m;Chi bi;2008;Čína;Historický / Akční;John Woo;Tony Leung Chiu-wai, Takeši Kaneširo;
82,20%;1718;m;Náš vůdce;2008;Německo;Drama / Thriller;Dennis Gansel;Jürgen Vogel, Frederick Lau;
82,20%;1719;m;Karamazovi;2008;Česko / Polsko;Drama;Petr Zelenka;Ivan Trojan, Igor Chmela;Český lev
82,20%;1720;m;Baader Meinhof Komplex;2008;Německo / Francie;Akční / Drama;Uli Edel;Martina Gedeck, Moritz Bleibtreu;
82,00%;1780;m;Iron Man;2008;USA;Akční / Dobrodružný;Jon Favreau;Robert Downey Jr., Terrence Howard;
81,90%;1805;m;Valkýra;2008;USA / Německo;Válečný / Historický;Bryan Singer;Tom Cruise, Kenneth Branagh;
81,60%;1880;m;V Bruggách;2008;Velká Británie / USA;Drama / Komedie;Martin McDonagh;Colin Farrell, Brendan Gleeson;
81,40%;1917;m;Předčítač;2008;USA / Německo;Drama / Romantický;Stephen Daldry;Kate Winslet, Ralph Fiennes;
80,80%;1955;st;Turbodiesel;2008;Česko;Krátkometrážní;Vojtěch Moravec;František Kunst;
80,20%;2021;m;Rozbouřené vody;2008;Norsko / Švédsko;Drama / Hudební;Erik Poppe;Pål Sverre Hagen, Trine Dyrholm;
79,70%;2062;m;Momentky;2008;Slovensko;Dokumentární / Hudební;Peter Krištúfek;Dežo Ursiny, Marian Varga;
79,60%;2072;m;Justice: Křížem krážem vesmírem;2008;Francie / USA;Dokumentární / Hudební;Romain Gavras, Bertrand Lagros De Langeron;Anthony Kiedis, Sébastien Akchoté;
79,00%;2116;m;Berlin Calling;2008;Německo;Komedie / Drama;Hannes Stöhr;Paul Kalkbrenner, Rita Lengyel;
77,90%;2227;m;Průšviháři;2008;Jižní Korea;Komedie / Drama;Hyeong-cheol Kang;Tae-hyeon Cha, Bo-yeong Park;
77,70%;2238;m;Cadillac Records;2008;USA;Drama / Romantický;Darnell Martin;Adrien Brody, Jeffrey Wright;
76,80%;2317;m;Falco;2008;Rakousko / Německo;Drama / Životopisný;Thomas Roth;Manuel Rubey, Patricia Aulitzky;
75,20%;2408;st;Usnula jsem;2008;Česko;Animovaný / Krátkometrážní;Kristina Dufková;Berta Macháčková, Jiří Macháček;
74,70%;2428;st;Snowblood;2008;Česko;Krátkometrážní / Animovaný;Marek Berger;;
72,70%;2499;st;Kouzelný most;2008;Česko;Krátkometrážní / Komedie;Jan Chramosta;Hana Baroňová, Radomil Uhlíř;
;2627;m;Mezi zdmi;2008;Francie;;Laurent Cantet;;Cannes
;2628;m;Občan Havel;2008;Česko;Dokument;Pavel Koutecký, Miroslav Janek;;Český lev - doku
93,80%;30;m;Lord Don't Slow Me Down;2007;Velká Británie;Dokumentární / Hudební;Dick Carruthers, Baillie Walsh;Liam Gallagher, Noel Gallagher;
89,30%;189;m;My Generation: Jsou to pořád Who?;2007;Velká Británie / USA;Dokumentární / Hudební;Murray Lerner, Parris Patton;Roger Daltrey, Pete Townshend;
88,80%;223;s;Teorie velkého třesku;2007;USA;Komedie / Romantický;Mark Cendrowski, James Burrows;Johnny Galecki, Jim Parsons;
88,40%;257;s;Ovečka Shaun;2007;Velká Británie;Animovaný / Komedie;Christopher Sadler, Jean-Philippe Vine;Kate Harbour, Jo Allen;
88,10%;283;m;Jiří Schelinger - Holubí dům;2007;Česko;Hudební / Dokumentární;Jiří Schelinger, František Ringo Čech;;
87,20%;379;m;Bourneovo ultimátum;2007;USA / Německo;Akční / Thriller;Paul Greengrass;Matt Damon, Julia Stiles;
87,00%;414;m;Notorious B.I.G. Bigger Than Life;2007;USA;Dokumentární / Hudební;Peter Spirer;The Notorious B.I.G., Sean 'Diddy' Combs;
86,70%;446;m;Americký gangster;2007;USA / Velká Británie;Drama / Krimi;Ridley Scott;Denzel Washington, Russell Crowe;
85,90%;574;m;Ratatouille;2007;USA;Animovaný / Komedie;Brad Bird, Jan Pinkava;Patton Oswalt, Ian Holm;
85,50%;660;m;Joy Division;2007;Velká Británie / USA;Dokumentární / Hudební;Grant Gee;Peter Hook, Bernard Sumner;
85,20%;726;m;Útěk do divočiny;2007;USA;Dobrodružný / Drama;Sean Penn;Emile Hirsch, Marcia Gay Harden;
85,20%;746;m;Sigur Rós - Heima;2007;Island;Dokumentární / Hudební;Dean DeBlois;Sigur Rós, Jón Þór Birgisson;
85,10%;753;s;Skins;2007;Velká Británie;Drama / Komedie;Charles Martin, Harry Enfield;Kaya Scodelario, Jack O'Connell;
85,00%;806;m;Global Metal;2007;Kanada;Dokumentární / Hudební;Sam Dunn, Scot McFadyen;Bruce Dickinson, Sam Dunn;
84,80%;868;m;Joe Strummer;2007;Irsko / Velká Británie;Dokumentární / Životopisný;Julien Temple;Bono, John Cusack;
84,70%;884;m;Shake Hands with the Devil;2007;Kanada;Drama / Historický;Roger Spottiswoode;Roy Dupuis, Deborah Kara Unger;
84,60%;922;m;Persepolis;2007;Francie / USA;Animovaný / Drama;Vincent Paronnaud, Marjane Satrapi;Chiara Mastroianni, Catherine Deneuve;
84,40%;1000;s;Vražda;2007;Dánsko / Norsko;Krimi / Drama;Fabian Wullenweber, Charlotte Sieling;Sofie Gråbøl, Lars Mikkelsen;
84,10%;1110;s;Šílenci z Manhattanu;2007;USA;Drama;Tim Hunter, Andrew Bernstein;Jon Hamm, Elisabeth Moss;
84,00%;1149;m;Hvězdný prach;2007;Velká Británie / USA;Fantasy / Romantický;Matthew Vaughn;Charlie Cox, Claire Danes;
83,70%;1232;m;Zkažená mládež;2007;Estonsko;Drama;Ilmar Raag;Vallo Kirs, Pärt Uusberg;
83,70%;1233;m;Control;2007;Velká Británie / USA;Drama / Hudební;Anton Corbijn;Sam Riley, Samantha Morton;
83,70%;1234;s;Naruto: Šippúden;2007;Japonsko;Animovaný / Akční;Hajato Date, Ken'iči Nišida;Džunko Takeuči, Noriaki Sugijama;
83,60%;1266;s;Jak nežít svůj život;2007;Velká Británie;Komedie;Dan Clark, Martin Dennis;Dan Clark, David Armand;
83,30%;1357;s;Californication;2007;USA;Komedie / Drama;David Von Ancken, Adam Bernstein;David Duchovny, Natascha McElhone;
83,20%;1381;m;Pokání;2007;Velká Británie / Francie;Drama / Romantický;Joe Wright;James McAvoy, Keira Knightley;
83,00%;1449;s;Seirei no moribito;2007;Japonsko;Animovaný / Dobrodružný;Kendži Kamijama, Kódai Kakimoto;Mabuki Andó, Majumi Asano;
82,90%;1484;m;Gone, Baby, Gone;2007;USA;Drama / Krimi;Ben Affleck;Casey Affleck, Michelle Monaghan;
82,80%;1529;m;Volání o pomoc;2007;USA;Drama;Mike Binder;Adam Sandler, Don Cheadle;
82,80%;1530;s;Baccano!;2007;Japonsko;Animovaný / Akční;Takahiro Ómori, Mamoru Kanbe;Masakazu Morita, Acuši Imaruoka;
82,80%;1555;m;Punk's Not Dead;2007;USA;Dokumentární / Hudební;Susan Dynner;John Doe, Henry Rollins;
82,70%;1567;m;Elitní jednotka;2007;Brazílie / USA;Akční / Drama;José Padilha;Wagner Moura, André Ramiro;
82,30%;1680;m;Skafandr a motýl;2007;Francie / USA;Drama / Životopisný;Julian Schnabel;Mathieu Amalric, Emmanuelle Seigner;
82,30%;1681;s;Flight of the Conchords;2007;USA;Komedie / Hudební;Troy Miller, Taika Waititi;Jemaine Clement, Bret McKenzie;
82,20%;1721;m;Tahle země není pro starý;2007;USA;Thriller / Krimi;Joel Coen, Ethan Coen;Tommy Lee Jones, Javier Bardem;Oscar
82,20%;1740;m;Mladí srdcem;2007;USA;Dokumentární / Drama;Stephen Walker, Sally George;;
82,10%;1750;m;4 měsíce, 3 týdny a 2 dny;2007;Rumunsko;Drama;Cristian Mungiu;Anamaria Marinca, Laura Vasiliu;Cannes
82,00%;1781;m;Americký zločin;2007;USA;Drama / Krimi;Tommy O'Haver;Elliot Page, Hayley McFarland;
81,70%;1853;m;Ten kluk;2007;Velká Británie;Drama;John Crowley;Andrew Garfield, Alfie Owen;
81,40%;1918;m;Edith Piaf;2007;Francie / Velká Británie;Drama / Životopisný;Olivier Dahan;Marion Cotillard, Sylvie Testud;
78,40%;2178;m;Melodie mého srdce;2007;USA;Drama / Hudební;Kirsten Sheridan;Freddie Highmore, Keri Russell;
76,80%;2310;st;Akce!;2007;Česko;Krátkometrážní / Drama;Jakub Vansa;Peter Vaňouček, Marek Dobeš;
76,20%;2352;m;Vratné lahve;2007;Česko;Komedie;Jan Svěrák;Zdeněk Svěrák, Daniela Kolářová;
75,80%;2382;m;...a bude hůř;2007;Česko;Drama;Petr Nikolaev;Karel Žídek, Filip Kaňkovský;
74,80%;2422;m;Česká mše vánoční;2007;Česko;Animovaný / Hudební;Pavel Kubant;;
74,50%;2442;st;Návrat do Červeného města;2007;Česko;Drama;Tomáš Hubáček;Josef Kaluža, Vladislav Georgiev;
71,60%;2526;m;Muzika;2007;Slovensko / Německo;Komedie / Drama;Juraj Nvota;Ľuboš Kostelný, Táňa Pauhofová;
71,50%;2529;st;Bloody Merry Christmas;2007;Česko;Krátkometrážní / Animovaný;Jan Cechl;Vladimír Brabec, Pavel Tesař;
71,10%;2538;st;Jsem větší a lepší;2007;Česko;Krátkometrážní;Martin Duda;Matěj Hádek, Ondřej Pavelka;
70,60%;2548;m;Štyri;2007;Slovensko;Krátkometrážní / Animovaný;Ivana Šebestová;;
69,90%;2562;m;Tričko;2007;Slovensko / Česko;Krátkometrážní;Hossein Martin Fazeli;Marián Mitaš, Andrej Kováč;
69,30%;2570;m;Tajnosti;2007;Česko / Slovensko;Drama / Komedie;Alice Nellis;Iva Bittová, Karel Roden;Český lev
100,00%;1;m;Depeche Mode: 1989-90;2006;Velká Británie;Krátkometrážní / Dokumentární;David Gahan, Alan Wilder;;
98,10%;3;m;Scooter: Excess All Areas;2006;Německo;Hudební;Marc Schölermann;Amy Rider;
94,00%;28;m;KISSology: The Ultimate KISS Collection;2006;USA;hudební;Gene Simmons, Peter Criss;;
93,00%;37;m;Stockholm Knockout Live - Chaos Ridden Years;2006;Finsko;Hudební / Dokumentární;Alexi Laiho, Janne Wirman;;
91,60%;79;m;Armin Only - The Next Level;2006;Nizozemsko;Hudební;Armin van Buuren, Ray Wilson;;
90,00%;146;m;Iron Maiden: Death On The Road;2006;Velká Británie;Hudební / Dokumentární;Bruce Dickinson, Dave Murray;;
90,00%;148;m;My Chemical Romance: Life on the Murder Scene;2006;USA;Dokumentární / Hudební;Gerard Way, Bert McCracken;;
88,90%;222;m;Petr Novák - Klaunova zpověď;2006;Česko;Hudební / Dokumentární;Marie Motejlová-Manolová;Petr Novák, Zdeněk Juračka;
88,50%;251;m;Bullet for my Valentine: Live at Brixton;2006;Velká Británie / USA;Hudební;Matthew Tuck, Michael Paget;;
88,10%;275;s;Dexter;2006;USA;Krimi / Drama;John Dahl, Steve Shill;Michael C. Hall, Jennifer Carpenter;
88,00%;288;s;Death Note - Zápisník smrti;2006;Japonsko;Animovaný / Drama;Tecuró Araki, Takajuki Hirao;Mamoru Mijano, Aja Hirano;
